timestamp_ms,rssi,snr,timestamp_s_server_side,total_packet_count_av,total_packet_count_gse,FlightState,dual_board_connectivity_state_flag,recovery_checks_complete_and_flight_ready,GPS_fix_flag,payload_connection_flag,camera_controller_connection_flag,accel_low_x,accel_low_y,accel_low_z,accel_high_x,accel_high_y,accel_high_z,gyro_x,gyro_y,gyro_z,altitude,velocity,apogee_primary_test_complete,apogee_secondary_test_complete,apogee_primary_test_results,apogee_secondary_test_results,main_primary_test_complete,main_secondary_test_complete,main_primary_test_results,main_secondary_test_results,broadcast_flag
0,-86,8,0.0746481718799714,0,0,0,0,0,0,0,0,-0.01611328125,0.015625,-1.02783203125,0.01171875,-0.0517578125,1.03125,1.19875001907349,0.4375,0.174999997019768,5.74937534332275,0,0,0,0,0,0,0,0,0,0
759.720999999903,-86,9,0.83453586718997,2,0,0,0,0,0,0,0,-0.04150390625,0.0166015625,-1.01416015625,-0.00390625,-0.0576171875,1.03515625,0.883750021457672,0.472499996423721,0.971249997615814,5.74937534332275,0,0,0,0,0,0,0,0,0,0
1520.09999999986,-86,8,1.59466770312997,4,0,0,0,0,0,0,0,-0.0234375,0.0224609375,-1.01220703125,0.0302734375,-0.0615234375,1.048828125,0.717500030994415,-0.0350000001490116,0.481249988079071,5.74937534332275,0,0,0,0,0,0,0,0,0,0
2280.36800000002,-86,9,2.35479953905997,6,0,0,0,0,0,0,0,-0.02880859375,0.03515625,-1.00830078125,0.01171875,-0.0537109375,1.0302734375,0.44624999165535,0.314999997615814,0.323749989271164,5.74937534332275,0,0,0,0,0,0,0,0,0,0
3039.87699999986,-86,9,3.11468723437997,8,0,0,0,0,0,0,0,-0.0517578125,0.01708984375,-1.02099609375,0.03515625,-0.04296875,1.0390625,1.26874995231628,-0.0350000001490116,0.796249985694885,5.74937534332275,0,0,0,0,0,0,0,0,0,0
3799.92199999979,-86,9,3.87481907030997,10,0,0,0,0,0,0,0,-0.01513671875,0.01806640625,-1.02587890625,0.0146484375,-0.0556640625,1.04296875,1.08500003814697,0.6737499833107,0.42875000834465,5.74937534332275,0,0,0,0,0,0,0,0,0,0
4559.91500000004,-86,8,4.63495090624997,12,0,0,0,0,0,0,0,-0.03466796875,0.02490234375,-1.001953125,0.013671875,-0.05859375,1.0185546875,0.297500014305115,0.253749996423721,-0.0874999985098839,5.74937534332275,0,0,0,0,0,0,0,0,0,0
5320.79499999993,-86,9,5.39520481249997,14,0,0,0,0,0,0,0,-0.017578125,0.02099609375,-1.01708984375,0.0078125,-0.0498046875,1.0419921875,0.665000021457672,-0.0787499994039536,0.524999976158142,5.74937534332275,0,0,0,0,0,0,0,0,0,0
6080.0419999999,-86,9,6.15497043749997,16,0,0,0,0,0,0,0,-0.025390625,-0.00390625,-1.02197265625,0.013671875,-0.048828125,1.0205078125,0.332500010728836,0.0087500000372529,0.962499976158142,5.74937534332275,0,0,0,0,0,0,0,0,0,0
6840.47199999983,-86,9,6.91498020312997,18,0,0,0,0,0,0,0,-0.02392578125,0.01123046875,-1.01708984375,0.005859375,-0.0439453125,1.0166015625,-0.0437499992549419,0.866249978542328,0.236249998211861,5.74937534332275,0,0,0,0,0,0,0,0,0,0
7600.50699999975,-86,9,7.67511203905997,20,0,0,0,0,0,0,0,-0.00830078125,0.0341796875,-1.0048828125,-0.0048828125,-0.03515625,1.044921875,0.699999988079071,0.65625,-0.332500010728836,5.74937534332275,0,0,0,0,0,0,0,0,0,0
8360.75699999998,-86,9,8.43499973437997,22,0,0,0,0,0,0,0,-0.037109375,0.017578125,-1.015625,0.017578125,-0.06640625,1.025390625,0.306250005960465,0.560000002384186,-0.463750004768372,5.74937534332275,0,0,0,0,0,0,0,0,0,0
9120.25900000008,-86,9,9.19513157030997,24,0,0,0,0,0,0,0,-0.029296875,0.02587890625,-1.00439453125,0.021484375,-0.05859375,1.01953125,-0.341250002384186,0.280000001192093,-0.183750003576279,5.74937534332275,0,0,0,0,0,0,0,0,0,0
9880.8459999999,-85,9,9.95526340624997,26,0,0,0,0,0,0,0,-0.015625,0.0361328125,-1.02392578125,0.0302734375,-0.05859375,1.0244140625,0.0962499976158142,0.376249998807907,0.44624999165535,5.74937534332275,0,0,0,0,0,0,0,0,0,0
10640.8899999999,-85,9,10.71527317188,28,0,0,0,0,0,0,0,-0.02734375,0.0341796875,-1.01025390625,0.01953125,-0.0458984375,1.0341796875,0.262499988079071,0.490000009536743,0.323749989271164,5.74937534332275,0,0,0,0,0,0,0,0,0,0
11401.1639999999,-86,9,11.4752829375,30,0,0,0,0,0,0,0,-0.01708984375,0.02587890625,-1.02294921875,0.0009765625,-0.041015625,1.041015625,-0.0525000020861626,0.472499996423721,0.367500007152557,5.74937534332275,0,0,0,0,0,0,0,0,0,0
